,Age,R,DeltaR
0,2.5,1.038941883413131,0.04760498360167833
1,7.5,1.0616772020817593,0.04899757685900101
2,12.5,1.074209536688605,0.03449068935089282
3,17.5,1.262865411787859,0.021238529538473248
4,22.5,1.227603804328409,0.024118650392874794
5,27.5,1.2556764014240138,0.030030533279181787
6,32.5,1.2316162320294082,0.0340207173550768
7,37.5,1.2046946177185918,0.03696735240479486
8,42.5,1.173857297268024,0.039246537586326256
9,47.5,1.0970719009040577,0.03911931327751102
10,52.5,1.0896701551171495,0.040013368823126845
11,57.5,1.0293346464007924,0.03978576365583293
12,62.5,0.8916301822644241,0.0344161484011216
13,67.5,0.9264646616415082,0.035791192572439456
14,72.5,0.8831946139149393,0.03392610093028114
15,77.5,0.8802001307448817,0.03635487336451705
16,82.5,0.9630516242866071,0.04803524507716899
17,87.5,0.9462215576707668,0.06943080055855211
18,92.5,1.1856342322127063,0.17277537124746076
19,97.5,1.818537060558051,0.8120365541048303
